ID,kwh
2024-10-23_consumer_device_12_data_user_12,0.19739904248801635
2024-10-24_consumer_device_12_data_user_12,0.0
2024-09-24_consumer_device_12_data_user_13,0.0
2024-09-25_consumer_device_12_data_user_13,0.5361221711549166
2024-09-26_consumer_device_12_data_user_13,0.044398684692245415
2024-09-27_consumer_device_12_data_user_13,0.0
2024-09-28_consumer_device_12_data_user_13,0.0
2024-09-29_consumer_device_12_data_user_13,0.0
2024-09-30_consumer_device_12_data_user_13,0.0
2024-10-01_consumer_device_12_data_user_13,0.0
2024-10-02_consumer_device_12_data_user_13,0.0
2024-10-03_consumer_device_12_data_user_13,0.0
2024-10-04_consumer_device_12_data_user_13,0.0
2024-10-05_consumer_device_12_data_user_13,0.0
2024-10-06_consumer_device_12_data_user_13,0.0
2024-10-07_consumer_device_12_data_user_13,0.0
2024-10-08_consumer_device_12_data_user_13,0.0
2024-10-09_consumer_device_12_data_user_13,0.0
2024-10-10_consumer_device_12_data_user_13,0.0
2024-10-11_consumer_device_12_data_user_13,0.0
2024-10-12_consumer_device_12_data_user_13,0.0
2024-10-13_consumer_device_12_data_user_13,0.0
2024-10-14_consumer_device_12_data_user_13,0.0
2024-10-15_consumer_device_12_data_user_13,0.0
2024-10-16_consumer_device_12_data_user_13,0.0
2024-10-17_consumer_device_12_data_user_13,0.0
2024-10-18_consumer_device_12_data_user_13,0.0
2024-10-19_consumer_device_12_data_user_13,0.0
2024-10-20_consumer_device_12_data_user_13,0.0
2024-10-21_consumer_device_12_data_user_13,0.0
2024-10-22_consumer_device_12_data_user_13,0.014284776536065047
2024-10-23_consumer_device_12_data_user_13,0.0
2024-10-24_consumer_device_12_data_user_13,0.0
2024-09-24_consumer_device_12_data_user_2,0.09429970523234338
2024-09-25_consumer_device_12_data_user_2,1.404613652305859
2024-09-26_consumer_device_12_data_user_2,0.46449067360423923
2024-09-27_consumer_device_12_data_user_2,0.19400279541898005
2024-09-28_consumer_device_12_data_user_2,0.652262204070837
2024-09-29_consumer_device_12_data_user_2,0.0
2024-09-30_consumer_device_12_data_user_2,0.3827943642762236
2024-10-01_consumer_device_12_data_user_2,0.6871740400324413
2024-10-02_consumer_device_12_data_user_2,0.9599967493457676
2024-10-03_consumer_device_12_data_user_2,0.0
2024-10-04_consumer_device_12_data_user_2,0.44400373804704835
2024-10-05_consumer_device_12_data_user_2,0.4902481001186083
2024-10-06_consumer_device_12_data_user_2,0.45399988367252003
2024-10-07_consumer_device_12_data_user_2,0.16157298737274847
2024-10-08_consumer_device_12_data_user_2,0.0
2024-10-09_consumer_device_12_data_user_2,0.030821837107954008
2024-10-10_consumer_device_12_data_user_2,0.0
2024-10-11_consumer_device_12_data_user_2,0.0
2024-10-12_consumer_device_12_data_user_2,0.0
2024-10-13_consumer_device_12_data_user_2,0.0
2024-10-14_consumer_device_12_data_user_2,0.1808322901209178
2024-10-15_consumer_device_12_data_user_2,0.0
2024-10-16_consumer_device_12_data_user_2,0.3356330583996998
2024-10-17_consumer_device_12_data_user_2,0.14837480757432545
2024-10-18_consumer_device_12_data_user_2,0.0
2024-10-19_consumer_device_12_data_user_2,0.0
2024-10-20_consumer_device_12_data_user_2,0.35964789544570175
2024-10-21_consumer_device_12_data_user_2,0.7812752023917955
2024-10-22_consumer_device_12_data_user_2,0.7523884716030504
2024-10-23_consumer_device_12_data_user_2,0.20561035815610582
2024-10-24_consumer_device_12_data_user_2,0.0
2024-09-24_consumer_device_12_data_user_3,0.0
2024-09-25_consumer_device_12_data_user_3,1.4031681530660296
2024-09-26_consumer_device_12_data_user_3,1.3067264045275455
2024-09-27_consumer_device_12_data_user_3,0.27566211781195055
2024-09-28_consumer_device_12_data_user_3,1.1201028945291434
2024-09-29_consumer_device_12_data_user_3,0.6390197515532586
2024-09-30_consumer_device_12_data_user_3,0.879783590264699
2024-10-01_consumer_device_12_data_user_3,1.050802276709925
2024-10-02_consumer_device_12_data_user_3,0.8413316718541968
2024-10-03_consumer_device_12_data_user_3,0.9648411341472161
2024-10-04_consumer_device_12_data_user_3,0.7087337201460403
2024-10-05_consumer_device_12_data_user_3,0.7816247727694211
2024-10-06_consumer_device_12_data_user_3,0.563323504409672
2024-10-07_consumer_device_12_data_user_3,1.538626457276973
2024-10-08_consumer_device_12_data_user_3,0.0
2024-10-09_consumer_device_12_data_user_3,0.46244147783365386
2024-10-10_consumer_device_12_data_user_3,0.3241013844528313
2024-10-11_consumer_device_12_data_user_3,0.0
2024-10-12_consumer_device_12_data_user_3,0.0
2024-10-13_consumer_device_12_data_user_3,0.019260198557150308
2024-10-14_consumer_device_12_data_user_3,0.2051735669223139
2024-10-15_consumer_device_12_data_user_3,0.29673387943315943
2024-10-16_consumer_device_12_data_user_3,0.9886421249228444
2024-10-17_consumer_device_12_data_user_3,1.1021301004686799
2024-10-18_consumer_device_12_data_user_3,0.10564138204534357
2024-10-19_consumer_device_12_data_user_3,0.40650292336710653
2024-10-20_consumer_device_12_data_user_3,0.6164102529199588
2024-10-21_consumer_device_12_data_user_3,0.5784234790549021
2024-10-22_consumer_device_12_data_user_3,0.768672962666279
2024-10-23_consumer_device_12_data_user_3,2.162039195183167
2024-10-24_consumer_device_12_data_user_3,1.1386874602444734
2024-09-24_consumer_device_12_data_user_4,1.4774857303616222
2024-09-25_consumer_device_12_data_user_4,13.323789908993351
2024-09-26_consumer_device_12_data_user_4,11.059782195275925
2024-09-27_consumer_device_12_data_user_4,9.36310660420261
2024-09-28_consumer_device_12_data_user_4,3.8614776377216193
2024-09-29_consumer_device_12_data_user_4,3.012672331715973
2024-09-30_consumer_device_12_data_user_4,2.294170569402287
2024-10-01_consumer_device_12_data_user_4,3.495240453646286
2024-10-02_consumer_device_12_data_user_4,3.1020256961994215
2024-10-03_consumer_device_12_data_user_4,2.647473353892275
2024-10-04_consumer_device_12_data_user_4,3.6456432978987863
2024-10-05_consumer_device_12_data_user_4,3.1988887275765148
2024-10-06_consumer_device_12_data_user_4,3.0815078739313364
2024-10-07_consumer_device_12_data_user_4,3.2834318898732273
2024-10-08_consumer_device_12_data_user_4,3.287409620702339
2024-10-09_consumer_device_12_data_user_4,1.7766253292889242
2024-10-10_consumer_device_12_data_user_4,2.3389592827558623
2024-10-11_consumer_device_12_data_user_4,1.3195947557747325
2024-10-12_consumer_device_12_data_user_4,1.5285626686719997
2024-10-13_consumer_device_12_data_user_4,2.5466949340953406
2024-10-14_consumer_device_12_data_user_4,1.7086705580151436
2024-10-15_consumer_device_12_data_user_4,1.7437438633484097
2024-10-16_consumer_device_12_data_user_4,2.6786766217214555
2024-10-17_consumer_device_12_data_user_4,3.3428565533395354
2024-10-18_consumer_device_12_data_user_4,2.500227631491135
2024-10-19_consumer_device_12_data_user_4,1.4354633825263727
2024-10-20_consumer_device_12_data_user_4,3.1572398879336756
2024-10-21_consumer_device_12_data_user_4,2.3404567641777185
2024-10-22_consumer_device_12_data_user_4,2.2121678735952166
2024-10-23_consumer_device_12_data_user_4,2.641903053629749
2024-10-24_consumer_device_12_data_user_4,2.1410875915218184
2024-09-24_consumer_device_12_data_user_5,14.420872025318697
2024-09-25_consumer_device_12_data_user_5,19.225672409988377
2024-09-26_consumer_device_12_data_user_5,16.72961482386147
2024-09-27_consumer_device_12_data_user_5,16.774366248435104
2024-09-28_consumer_device_12_data_user_5,16.31998023429298
2024-09-29_consumer_device_12_data_user_5,15.914996544995189
2024-09-30_consumer_device_12_data_user_5,17.372760221229672
2024-10-01_consumer_device_12_data_user_5,18.44274242089877
2024-10-02_consumer_device_12_data_user_5,17.58731417902589
2024-10-03_consumer_device_12_data_user_5,15.456840118208081
2024-10-04_consumer_device_12_data_user_5,17.82772216156337
2024-10-05_consumer_device_12_data_user_5,13.91149318826883
2024-10-06_consumer_device_12_data_user_5,15.285171312626568
2024-10-07_consumer_device_12_data_user_5,18.4169880800715
2024-10-08_consumer_device_12_data_user_5,14.1069939891321
2024-10-09_consumer_device_12_data_user_5,15.538625361335974
2024-10-10_consumer_device_12_data_user_5,15.278705819533569
2024-10-11_consumer_device_12_data_user_5,13.069340978187814
2024-10-12_consumer_device_12_data_user_5,13.789980127016547
2024-10-13_consumer_device_12_data_user_5,14.63697122871119
2024-10-14_consumer_device_12_data_user_5,15.351366095919644
2024-10-15_consumer_device_12_data_user_5,15.078920102561211
2024-10-16_consumer_device_12_data_user_5,16.745272267057054
2024-10-17_consumer_device_12_data_user_5,17.05184109248833
2024-10-18_consumer_device_12_data_user_5,15.895150001676802
2024-10-19_consumer_device_12_data_user_5,15.763727293876968
2024-10-20_consumer_device_12_data_user_5,15.578570646888162
2024-10-21_consumer_device_12_data_user_5,17.22205608640255
2024-10-22_consumer_device_12_data_user_5,16.50198375789087
2024-10-23_consumer_device_12_data_user_5,17.682163276610776
2024-10-24_consumer_device_12_data_user_5,15.981216161946326
2024-09-24_consumer_device_12_data_user_6,5.937760261334374
2024-09-25_consumer_device_12_data_user_6,12.959132652745748
2024-09-26_consumer_device_12_data_user_6,8.047902265361394
2024-09-27_consumer_device_12_data_user_6,9.613496910434556
2024-09-28_consumer_device_12_data_user_6,3.9943320163622644
2024-09-29_consumer_device_12_data_user_6,4.235525788387183
2024-09-30_consumer_device_12_data_user_6,6.446338016890825
2024-10-01_consumer_device_12_data_user_6,6.3013814556931145
2024-10-02_consumer_device_12_data_user_6,5.0316424988314585
2024-10-03_consumer_device_12_data_user_6,7.37050210282481
2024-10-04_consumer_device_12_data_user_6,6.401144486328653
2024-10-05_consumer_device_12_data_user_6,4.971859102789508
2024-10-06_consumer_device_12_data_user_6,5.100942569488124
2024-10-07_consumer_device_12_data_user_6,6.192834100773362
2024-10-08_consumer_device_12_data_user_6,6.807801610978507
2024-10-09_consumer_device_12_data_user_6,4.068230117819871
2024-10-10_consumer_device_12_data_user_6,4.28574587200404
2024-10-11_consumer_device_12_data_user_6,4.039783213657508
2024-10-12_consumer_device_12_data_user_6,5.107654511885499
2024-10-13_consumer_device_12_data_user_6,5.235094004790985
2024-10-14_consumer_device_12_data_user_6,3.22819391257428
2024-10-15_consumer_device_12_data_user_6,3.863078367093274
2024-10-16_consumer_device_12_data_user_6,3.9987710018109808
2024-10-17_consumer_device_12_data_user_6,4.557723555767803
2024-10-18_consumer_device_12_data_user_6,6.414762446164462
2024-10-19_consumer_device_12_data_user_6,7.162697624992398
2024-10-20_consumer_device_12_data_user_6,6.792580971298522
2024-10-21_consumer_device_12_data_user_6,7.055860247431341
2024-10-22_consumer_device_12_data_user_6,4.246658518664554
2024-10-23_consumer_device_12_data_user_6,7.405220296397568
2024-10-24_consumer_device_12_data_user_6,5.690401541514713
2024-09-24_consumer_device_12_data_user_7,0.0
2024-09-25_consumer_device_12_data_user_7,0.9999068040684754
2024-09-26_consumer_device_12_data_user_7,0.6493366219152084
2024-09-27_consumer_device_12_data_user_7,2.7469692138336983
2024-09-28_consumer_device_12_data_user_7,0.7018273347136723
2024-09-29_consumer_device_12_data_user_7,0.73596542541262
2024-09-30_consumer_device_12_data_user_7,0.011261125692807837
2024-10-01_consumer_device_12_data_user_7,0.08166530543837489
2024-10-02_consumer_device_12_data_user_7,0.0
2024-10-03_consumer_device_12_data_user_7,0.6102789549104688
2024-10-04_consumer_device_12_data_user_7,0.0
2024-10-05_consumer_device_12_data_user_7,0.0
2024-10-06_consumer_device_12_data_user_7,0.25899037750620807
2024-10-07_consumer_device_12_data_user_7,0.3651988891545695
2024-10-08_consumer_device_12_data_user_7,0.21337183343894403
2024-10-09_consumer_device_12_data_user_7,0.0
2024-10-10_consumer_device_12_data_user_7,0.0
2024-10-11_consumer_device_12_data_user_7,0.0
2024-10-12_consumer_device_12_data_user_7,0.0
2024-10-13_consumer_device_12_data_user_7,0.0
2024-10-14_consumer_device_12_data_user_7,0.0
2024-10-15_consumer_device_12_data_user_7,0.0
2024-10-16_consumer_device_12_data_user_7,0.10685621143181347
2024-10-17_consumer_device_12_data_user_7,0.8933364707260454
2024-10-18_consumer_device_12_data_user_7,0.16044413960509424
2024-10-19_consumer_device_12_data_user_7,0.0
2024-10-20_consumer_device_12_data_user_7,0.07985385223488979
2024-10-21_consumer_device_12_data_user_7,0.0
2024-10-22_consumer_device_12_data_user_7,0.10806518967485775
2024-10-23_consumer_device_12_data_user_7,1.1288392706969677
2024-10-24_consumer_device_12_data_user_7,0.23829887024598037
2024-09-24_consumer_device_12_data_user_8,0.0
2024-09-25_consumer_device_12_data_user_8,0.0
2024-09-26_consumer_device_12_data_user_8,0.0
2024-09-27_consumer_device_12_data_user_8,0.13230330941220617
2024-09-28_consumer_device_12_data_user_8,0.3924486512899394
2024-09-29_consumer_device_12_data_user_8,1.6675382325844694
2024-09-30_consumer_device_12_data_user_8,0.4712148298047416
2024-10-01_consumer_device_12_data_user_8,0.5199656549652715
2024-10-02_consumer_device_12_data_user_8,0.0
2024-10-03_consumer_device_12_data_user_8,0.0904455003008511
2024-10-04_consumer_device_12_data_user_8,0.0
2024-10-05_consumer_device_12_data_user_8,0.0
2024-10-06_consumer_device_12_data_user_8,0.6660101007207062
2024-10-07_consumer_device_12_data_user_8,0.0
2024-10-08_consumer_device_12_data_user_8,0.0
2024-10-09_consumer_device_12_data_user_8,0.4179030655764589
2024-10-10_consumer_device_12_data_user_8,0.0
2024-10-11_consumer_device_12_data_user_8,0.5330633477438148
2024-10-12_consumer_device_12_data_user_8,0.78219199194163
2024-10-13_consumer_device_12_data_user_8,0.8544512240706971
2024-10-14_consumer_device_12_data_user_8,0.5448737538002907
2024-10-15_consumer_device_12_data_user_8,0.0934412638308264
2024-10-16_consumer_device_12_data_user_8,0.3745025326467041
2024-10-17_consumer_device_12_data_user_8,0.07875826690009799
2024-10-18_consumer_device_12_data_user_8,0.937145552729566
2024-10-19_consumer_device_12_data_user_8,0.6689822882260035
2024-10-20_consumer_device_12_data_user_8,1.1211141203284036
2024-10-21_consumer_device_12_data_user_8,0.610049472263537
2024-10-22_consumer_device_12_data_user_8,0.45816498824534246
2024-10-23_consumer_device_12_data_user_8,0.1951433183756176
2024-10-24_consumer_device_12_data_user_8,0.0
2024-09-24_consumer_device_12_data_user_9,0.0
2024-09-25_consumer_device_12_data_user_9,0.7625616074419013
2024-09-26_consumer_device_12_data_user_9,0.554756922095941
2024-09-27_consumer_device_12_data_user_9,1.842799622690763
2024-09-28_consumer_device_12_data_user_9,0.0
2024-09-29_consumer_device_12_data_user_9,0.0
2024-09-30_consumer_device_12_data_user_9,0.2259992813571005
2024-10-01_consumer_device_12_data_user_9,0.25192672359519525
2024-10-02_consumer_device_12_data_user_9,0.0
2024-10-03_consumer_device_12_data_user_9,0.40177861820963406
2024-10-04_consumer_device_12_data_user_9,0.3296978585376036
2024-10-05_consumer_device_12_data_user_9,0.0
2024-10-06_consumer_device_12_data_user_9,0.0
2024-10-07_consumer_device_12_data_user_9,0.0
2024-10-08_consumer_device_12_data_user_9,0.5503305330814294
2024-10-09_consumer_device_12_data_user_9,0.0
2024-10-10_consumer_device_12_data_user_9,0.0
2024-10-11_consumer_device_12_data_user_9,0.0
2024-10-12_consumer_device_12_data_user_9,0.0
2024-10-13_consumer_device_12_data_user_9,0.0
2024-10-14_consumer_device_12_data_user_9,0.04306899905896466
2024-10-15_consumer_device_12_data_user_9,0.0
2024-10-16_consumer_device_12_data_user_9,0.023426143519840917
2024-10-17_consumer_device_12_data_user_9,0.19875277140182887
2024-10-18_consumer_device_12_data_user_9,0.0
2024-10-19_consumer_device_12_data_user_9,0.0
2024-10-20_consumer_device_12_data_user_9,0.0
2024-10-21_consumer_device_12_data_user_9,0.0
2024-10-22_consumer_device_12_data_user_9,0.2770707514713409
2024-10-23_consumer_device_12_data_user_9,0.23549436853039718
2024-10-24_consumer_device_12_data_user_9,0.0
2024-09-24_consumer_device_13_data_user_1,0.0
2024-09-25_consumer_device_13_data_user_1,6.97864450164674
2024-09-26_consumer_device_13_data_user_1,8.198970016434547
2024-09-27_consumer_device_13_data_user_1,10.281430973834466
2024-09-28_consumer_device_13_data_user_1,0.0
2024-09-29_consumer_device_13_data_user_1,0.0
2024-09-30_consumer_device_13_data_user_1,0.0
2024-10-01_consumer_device_13_data_user_1,0.0
2024-10-02_consumer_device_13_data_user_1,0.0
2024-10-03_consumer_device_13_data_user_1,0.0
2024-10-04_consumer_device_13_data_user_1,0.0
2024-10-05_consumer_device_13_data_user_1,0.0
2024-10-06_consumer_device_13_data_user_1,0.0
2024-10-07_consumer_device_13_data_user_1,0.0
2024-10-08_consumer_device_13_data_user_1,4.401363059087736
2024-10-09_consumer_device_13_data_user_1,0.0
2024-10-10_consumer_device_13_data_user_1,0.0
2024-10-11_consumer_device_13_data_user_1,0.0
2024-10-12_consumer_device_13_data_user_1,0.0
2024-10-13_consumer_device_13_data_user_1,0.0
2024-10-14_consumer_device_13_data_user_1,0.0
2024-10-15_consumer_device_13_data_user_1,0.0
2024-10-16_consumer_device_13_data_user_1,0.0
2024-10-17_consumer_device_13_data_user_1,0.0
2024-10-18_consumer_device_13_data_user_1,0.0
2024-10-19_consumer_device_13_data_user_1,0.6916424444308853
2024-10-20_consumer_device_13_data_user_1,0.0
2024-10-21_consumer_device_13_data_user_1,0.0
2024-10-22_consumer_device_13_data_user_1,0.0
2024-10-23_consumer_device_13_data_user_1,0.0
2024-10-24_consumer_device_13_data_user_1,0.0
2024-09-24_consumer_device_13_data_user_10,0.8961041876491607
2024-09-25_consumer_device_13_data_user_10,14.21580671757083
2024-09-26_consumer_device_13_data_user_10,14.1396766348489
2024-09-27_consumer_device_13_data_user_10,27.571327284218736
2024-09-28_consumer_device_13_data_user_10,4.44033961073131
2024-09-29_consumer_device_13_data_user_10,2.3282349350315465
2024-09-30_consumer_device_13_data_user_10,0.0
2024-10-01_consumer_device_13_data_user_10,0.10497635649666912
2024-10-02_consumer_device_13_data_user_10,0.4482034894863166
2024-10-03_consumer_device_13_data_user_10,1.2186128937563547
2024-10-04_consumer_device_13_data_user_10,2.4736005552343165
2024-10-05_consumer_device_13_data_user_10,2.422218278495965
2024-10-06_consumer_device_13_data_user_10,3.5256734475500746
2024-10-07_consumer_device_13_data_user_10,4.839702796366889
2024-10-08_consumer_device_13_data_user_10,24.16053741086655
2024-10-09_consumer_device_13_data_user_10,1.0141320115897094
2024-10-10_consumer_device_13_data_user_10,0.6548591377462171
2024-10-11_consumer_device_13_data_user_10,1.7963999038191083
2024-10-12_consumer_device_13_data_user_10,1.7627949303722996
2024-10-13_consumer_device_13_data_user_10,2.174600863234001
2024-10-14_consumer_device_13_data_user_10,0.08243702651535946
2024-10-15_consumer_device_13_data_user_10,0.0
2024-10-16_consumer_device_13_data_user_10,1.1742954997710209
2024-10-17_consumer_device_13_data_user_10,2.4185759187753266
2024-10-18_consumer_device_13_data_user_10,3.0070020054453663
2024-10-19_consumer_device_13_data_user_10,1.8973725910659056
2024-10-20_consumer_device_13_data_user_10,1.6267654209454725
2024-10-21_consumer_device_13_data_user_10,0.8647139801313568
2024-10-22_consumer_device_13_data_user_10,0.17752256834768337
2024-10-23_consumer_device_13_data_user_10,0.8099318615259302
2024-10-24_consumer_device_13_data_user_10,0.6283877517537684
2024-09-24_consumer_device_13_data_user_11,0.0
2024-09-25_consumer_device_13_data_user_11,5.348971603610861
2024-09-26_consumer_device_13_data_user_11,7.005400094255397
2024-09-27_consumer_device_13_data_user_11,27.418827159682643
2024-09-28_consumer_device_13_data_user_11,0.6964271535284239
2024-09-29_consumer_device_13_data_user_11,0.0
2024-09-30_consumer_device_13_data_user_11,0.0
2024-10-01_consumer_device_13_data_user_11,0.0
2024-10-02_consumer_device_13_data_user_11,0.0
2024-10-03_consumer_device_13_data_user_11,0.0
2024-10-04_consumer_device_13_data_user_11,0.25540047580448766
2024-10-05_consumer_device_13_data_user_11,0.314145967843235
2024-10-06_consumer_device_13_data_user_11,1.4894632674201924
2024-10-07_consumer_device_13_data_user_11,4.060336676032875
2024-10-08_consumer_device_13_data_user_11,23.569443933615393
2024-10-09_consumer_device_13_data_user_11,0.0
2024-10-10_consumer_device_13_data_user_11,0.0
2024-10-11_consumer_device_13_data_user_11,0.0
2024-10-12_consumer_device_13_data_user_11,0.0
2024-10-13_consumer_device_13_data_user_11,0.0
2024-10-14_consumer_device_13_data_user_11,0.0
2024-10-15_consumer_device_13_data_user_11,0.0
2024-10-16_consumer_device_13_data_user_11,0.0
2024-10-17_consumer_device_13_data_user_11,0.0
2024-10-18_consumer_device_13_data_user_11,0.4214559333663448
2024-10-19_consumer_device_13_data_user_11,1.2464092746810815
2024-10-20_consumer_device_13_data_user_11,0.33481753593725727
2024-10-21_consumer_device_13_data_user_11,0.0
2024-10-22_consumer_device_13_data_user_11,0.0
2024-10-23_consumer_device_13_data_user_11,0.0
2024-10-24_consumer_device_13_data_user_11,0.0
2024-09-24_consumer_device_13_data_user_12,0.0
2024-09-25_consumer_device_13_data_user_12,7.024836074508255
2024-09-26_consumer_device_13_data_user_12,5.559329059715202
2024-09-27_consumer_device_13_data_user_12,24.611855608145564
2024-09-28_consumer_device_13_data_user_12,1.2855067865774301
2024-09-29_consumer_device_13_data_user_12,0.44308316743359283
2024-09-30_consumer_device_13_data_user_12,0.0
2024-10-01_consumer_device_13_data_user_12,0.0
2024-10-02_consumer_device_13_data_user_12,0.0
2024-10-03_consumer_device_13_data_user_12,0.0
